2.512829278	45.84225556	-26.70827649	65.6167236
2.786390531	49.73311935	-26.60318722	55.87194428
4.474628457	45.84326546	-25.74225797	69.10197185
3.119195631	46.18104805	-26.671862	81.91739902
2.00513339	50.99440981	-25.09146309	83.90037955
3.308872371	53.405053	-27.06559415	84.13502903
2.648833725	51.21842681	-26.7648867	91.48637014
2.297261189	47.96212157	-27.13049676	48.02843865
3.877683151	49.48664968	-26.72105129	71.49190034
2.677722712	49.29609023	-26.66906051	80.20403055
2.496694177	54.19029839	-25.62786099	94.77910886
4.720672016	45.74580335	-27.00545475	64.52673357
2.366516941	50.96757855	-26.40855522	65.95088236
4.923653403	50.11491383	-25.93651537	100.660431
3.013779557	44.21044182	-25.54831413	90.20134161
4.581573258	44.88250252	-25.27099739	53.57778759
4.353403097	54.33881479	-26.2136253	71.85221532
3.269632933	53.03091302	-27.11419037	83.53460644
2.077179155	47.50010563	-25.26900061	71.84011168
2.596233438	46.03118286	-26.92779162	65.57611252
2.155392315	49.62859483	-25.28302446	60.35468465
4.562361231	44.56058236	-26.61072225	55.11057965
2.901373533	44.45634204	-26.59296618	78.4220444
4.59298785	49.09627787	-26.02912363	76.88612484
3.742701736	52.5211576	-26.54297064	66.41686043
3.890439116	44.98692855	-27.11488849	56.71821049
2.270048412	54.18883787	-25.65760955	107.1324947
3.994145822	51.96555913	-25.48645473	67.7373603
2.092112413	46.87980557	-25.49106661	61.38427635
4.392945837	52.93856797	-26.02000677	85.32491534
2.264068449	48.55213965	-26.25570073	80.63952535
2.267192075	53.81696134	-26.09205446	93.62398249
3.763134704	54.48958363	-25.00836074	92.98462682
4.474489312	44.24063357	-25.97473328	84.57710504
3.749889677	49.13732025	-25.00516738	94.98288814
4.146741272	44.14876834	-26.96065183	59.02691571
2.949343818	46.3668113	-25.13174551	70.24063831
2.912580641	51.52114044	-26.79779823	66.4348163
4.572872367	49.22347959	-26.31534543	60.08053358
4.561137342	45.29362392	-27.01442225	58.57873125
4.240785689	48.73545422	-27.19180709	72.49816001
3.843584045	50.91123414	-25.2987772	82.51819592
4.495133659	44.24859662	-26.54273543	62.15934071
3.293721521	50.86210311	-26.57728675	61.59003305
3.212330719	52.54920984	-26.19881346	38.12956952
2.290878586	44.19234631	-25.25028515	67.59963083
2.617263512	45.96024231	-27.01960443	79.62910508
2.09122553	48.62735845	-25.03188788	90.46172735
2.403288657	54.22566224	-27.17034377	97.31048645
4.463144307	46.46450873	-26.07555542	93.27597152
2.766295477	45.70284046	-26.84986423	50.14575597
4.386316334	47.33406841	-26.54281419	72.38999448
2.815018846	47.21541764	-25.68060308	80.71445753
4.106360713	53.83672046	-26.06870735	96.21449271
2.600688039	51.91666511	-26.94434747	93.47224878
4.486518445	52.12400642	-26.63098666	82.62454329
4.761452508	48.66059404	-25.50039027	56.32879535
2.233275528	50.86991229	-25.47318171	81.27753564
3.803786027	46.8976415	-26.02106072	73.91588206
4.307274398	45.92270716	-26.32764477	79.18418628
4.651156857	45.02211467	-25.59053875	60.22731935
4.148928996	52.70629483	-25.20589016	100.4672873
4.882552097	49.03059602	-27.17232026	40.7263802
4.981502245	47.23677824	-27.03281763	38.49367043
4.977941654	51.59692788	-25.91110041	75.31309328
4.496413288	51.50674189	-26.81579134	71.03391238
3.602257898	54.03017014	-26.18629742	63.43349818
2.112724671	44.54576542	-25.98366812	86.5317594
2.878301429	52.01968969	-26.7096951	80.90524617
3.218192228	47.23057823	-26.82105294	75.20639501
3.813655656	53.20886296	-27.10871815	67.83102869
3.561649456	51.34520645	-26.71102504	74.3311813
3.076412913	46.56121123	-25.63174921	100.4923217
3.012270725	50.18930491	-26.91259964	76.27809101
4.550047772	45.97551864	-25.01573805	90.86505056
3.105696009	46.41255785	-26.69194838	82.53075373
4.529440009	49.45440767	-27.03774275	60.91924192
2.792301407	51.14898591	-26.74933709	54.98696807
3.157354746	50.62774183	-25.09779259	64.46694032
3.099233037	51.11675295	-25.29760766	87.28537413
3.694319701	51.56380106	-26.37007438	88.14516796
2.578163405	49.76646066	-27.04888782	70.69907074
2.026608457	44.03788104	-25.44783153	71.12255692
4.344123083	48.39208681	-26.25144578	56.70058628
3.886958299	46.3738581	-26.76042159	73.56264759
2.024163525	44.86628362	-26.00980099	107.6477481
4.220363727	53.00247451	-25.38540411	90.84856797
3.552541048	53.96168274	-25.09682832	60.0176303
3.960534482	50.03832031	-25.63815301	88.67334303
3.970817008	53.98986198	-25.97702093	63.52513156
